"county","cntyname","LandSQMI","afact"
"18113","Noble IN",410.843,1 
"18115","Ohio IN",86.14,1 
"18117","Orange IN",398.387,1 
"18119","Owen IN",385.288,1 
"18121","Parke IN",444.663,1 
"18123","Perry IN",381.727,1 
"18125","Pike IN",334.238,1 
"18127","Porter IN",418.153,1 
"18129","Posey IN",409.571,1 
"18131","Pulaski IN",433.649,1 
"18133","Putnam IN",480.528,1 
"18135","Randolph IN",452.379,1 
"18137","Ripley IN",446.426,1 
"18139","Rush IN",408.124,1 
"18141","St. Joseph IN",457.85,1 
"18143","Scott IN",190.397,1 
"18145","Shelby IN",411.147,1 
"18147","Spencer IN",396.744,1 
"18149","Starke IN",309.134,1 
"18151","Steuben IN",308.939,1 
"18153","Sullivan IN",447.142,1 
"18155","Switzerland IN",220.633,1 
"18157","Tippecanoe IN",499.806,1 
"18159","Tipton IN",260.541,1 
"18161","Union IN",161.224,1 
"18163","Vanderburgh IN",233.475,1 
"18165","Vermillion IN",256.878,1 
"18167","Vigo IN",403.313,1 
"18169","Wabash IN",412.434,1 
"18171","Warren IN",364.681,1 
"18173","Warrick IN",384.815,1 
"18175","Washington IN",513.725,1 
"18177","Wayne IN",401.74,1 
"18179","Wells IN",368.087,1 
"18181","White IN",505.125,1 
"18183","Whitley IN",335.569,1 
"19001","Adair IA",569.271,1 
"19003","Adams IA",423.439,1 
"19005","Allamakee IA",639.082,1 
"19007","Appanoose IA",497.292,1 
"19009","Audubon IA",442.961,1 
"19011","Benton IA",716.265,1 
"19013","Black Hawk IA",565.769,1 
"19015","Boone IA",571.569,1 
"19017","Bremer IA",435.477,1 
"19019","Buchanan IA",571.02,1 
"19021","Buena Vista IA",574.915,1 
"19023","Butler IA",580.131,1 
"19025","Calhoun IA",569.968,1 
"19027","Carroll IA",569.437,1 
"19029","Cass IA",564.269,1 
"19031","Cedar IA",579.436,1 
"19033","Cerro Gordo IA",568.313,1 
"19035","Cherokee IA",576.906,1 
"19037","Chickasaw IA",504.38,1 
"19039","Clarke IA",431.167,1 
"19041","Clay IA",567.238,1 
"19043","Clayton IA",778.539,1 
"19045","Clinton IA",694.915,1 
"19047","Crawford IA",714.19,1 
"19049","Dallas IA",588.447,1 
"19051","Davis IA",502.188,1 
"19053","Decatur IA",531.881,1 
"19055","Delaware IA",577.756,1 
"19057","Des Moines IA",416.123,1 
"19059","Dickinson IA",380.606,1 
"19061","Dubuque IA",608.305,1 
"19063","Emmet IA",395.883,1 
"19065","Fayette IA",730.811,1 
"19067","Floyd IA",500.632,1 
"19069","Franklin IA",581.972,1 
"19071","Fremont IA",511.15,1 
"19073","Greene IA",569.574,1 
"19075","Grundy IA",501.858,1 
"19077","Guthrie IA",590.62,1 
"19079","Hamilton IA",576.751,1 
"19081","Hancock IA",571.005,1 
"19083","Hardin IA",569.307,1 
"19085","Harrison IA",696.848,1 
"19087","Henry IA",434.328,1 
"19089","Howard IA",473.248,1 
"19091","Humboldt IA",434.352,1 
"19093","Ida IA",431.508,1 
"19095","Iowa IA",586.457,1 
"19097","Jackson IA",636.039,1 
"19099","Jasper IA",730.42,1 
"19101","Jefferson IA",435.51,1 
"19103","Johnson IA",614.04,1 
"19105","Jones IA",575.621,1 
"19107","Keokuk IA",579.179,1 
"19109","Kossuth IA",972.72,1 
"19111","Lee IA",517.518,1 
"19113","Linn IA",716.88,1 
"19115","Louisa IA",401.766,1 
"19117","Lucas IA",430.593,1 
"19119","Lyon IA",587.65,1 
"19121","Madison IA",561.006,1 
"19123","Mahaska IA",570.863,1 
"19125","Marion IA",554.534,1 
"19127","Marshall IA",572.501,1 
"19129","Mills IA",437.437,1 
"19131","Mitchell IA",469.133,1 
"19133","Monona IA",694.072,1 
"19135","Monroe IA",433.715,1 
"19137","Montgomery IA",424.097,1 
"19139","Muscatine IA",437.469,1 
"19141","OBrien IA",573.035,1 
"19143","Osceola IA",398.684,1 
"19145","Page IA",534.942,1 
"19147","Palo Alto IA",563.844,1 
"19149","Plymouth IA",862.893,1 
"19151","Pocahontas IA",577.241,1 
"19153","Polk IA",573.795,1 
"19155","Pottawattamie IA",950.28,1 
"19157","Poweshiek IA",584.932,1 
"19159","Ringgold IA",535.498,1 
"19161","Sac IA",575.012,1 
"19163","Scott IA",458.089,1 
"19165","Shelby IA",590.779,1 
"19167","Sioux IA",768.332,1 
"19169","Story IA",572.818,1 
"19171","Tama IA",721.011,1 
"19173","Taylor IA",531.902,1 
"19175","Union IA",423.645,1 
"19177","Van Buren IA",484.789,1 
"19179","Wapello IA",431.833,1 
"19181","Warren IA",569.827,1 
"19183","Washington IA",568.835,1 
"19185","Wayne IA",525.437,1 
"19187","Webster IA",715.619,1 
"19189","Winnebago IA",400.489,1 
"19191","Winneshiek IA",689.868,1 
"19193","Woodbury IA",872.834,1 
"19195","Worth IA",400.123,1 
"19197","Wright IA",580.422,1 
"20001","Allen KS",500.303,1 
"20003","Anderson KS",579.646,1 
"20005","Atchison KS",431.172,1 
"20007","Barber KS",1134.073,1 
"20009","Barton KS",895.4,1 
"20011","Bourbon KS",635.471,1 
"20013","Brown KS",570.872,1 
"20015","Butler KS",1429.863,1 
"20017","Chase KS",773.06,1 
"20019","Chautauqua KS",638.881,1 
"20021","Cherokee KS",587.568,1 
"20023","Cheyenne KS",1019.887,1 
"20025","Clark KS",974.632,1 
"20027","Clay KS",645.301,1 
"20029","Cloud KS",715.342,1 
"20031","Coffey KS",626.947,1 
"20033","Comanche KS",788.298,1 
"20035","Cowley KS",1125.75,1 
"20037","Crawford KS",589.756,1 
"20039","Decatur KS",893.517,1 
"20041","Dickinson KS",847.072,1 
"20043","Doniphan KS",393.405,1 
"20045","Douglas KS",455.871,1 
"20047","Edwards KS",621.894,1 
"20049","Elk KS",644.265,1 
"20051","Ellis KS",899.912,1 
"20053","Ellsworth KS",715.847,1 
"20055","Finney KS",1301.967,1 
"20057","Ford KS",1098.271,1 
"20059","Franklin KS",571.756,1 
"20061","Geary KS",384.618,1 
"20063","Gove KS",1071.665,1 
"20065","Graham KS",898.522,1 
"20067","Grant KS",574.8,1 
"20069","Gray KS",868.867,1 
"20071","Greeley KS",778.45,1 
"20073","Greenwood KS",1143.3,1 
"20075","Hamilton KS",996.508,1 
"20077","Harper KS",801.269,1 
"20079","Harvey KS",539.754,1 
"20081","Haskell KS",577.521,1 
"20083","Hodgeman KS",859.992,1 
"20085","Jackson KS",656.217,1 
"20087","Jefferson KS",532.574,1 
"20089","Jewell KS",909.781,1 
"20091","Johnson KS",473.375,1 
"20093","Kearny KS",870.543,1 
"20095","Kingman KS",863.363,1 
"20097","Kiowa KS",722.639,1 
"20099","Labette KS",645.295,1 
"20101","Lane KS",717.455,1 
"20103","Leavenworth KS",462.831,1 
"20105","Lincoln KS",719.396,1 
"20107","Linn KS",594.059,1 
"20109","Logan KS",1072.994,1 
"20111","Lyon KS",847.474,1 
"20113","McPherson KS",898.274,1 
"20115","Marion KS",944.29,1 
"20117","Marshall KS",900.183,1 
"20119","Meade KS",978.088,1 
"20121","Miami KS",575.661,1 
"20123","Mitchell KS",701.792,1 
"20125","Montgomery KS",643.527,1 
"20127","Morris KS",695.279,1 
"20129","Morton KS",729.731,1 
"20131","Nemaha KS",717.427,1 
"20133","Neosho KS",571.472,1 
"20135","Ness KS",1074.75,1 
"20137","Norton KS",878.134,1 
"20139","Osage KS",705.518,1 
"20141","Osborne KS",892.504,1 
"20143","Ottawa KS",720.733,1 
"20145","Pawnee KS",754.263,1 
"20147","Phillips KS",885.877,1 
"20149","Pottawatomie KS",841.022,1 
"20151","Pratt KS",735.045,1 
"20153","Rawlins KS",1069.416,1 
"20155","Reno KS",1255.346,1 
"20157","Republic KS",717.371,1 
"20159","Rice KS",726.237,1 
"20161","Riley KS",609.771,1 
"20163","Rooks KS",890.533,1 
"20165","Rush KS",717.763,1 
"20167","Russell KS",886.26,1 
"20169","Saline KS",720.225,1 
"20171","Scott KS",717.544,1 
"20173","Sedgwick KS",997.512,1 
"20175","Seward KS",639.497,1 
"20177","Shawnee KS",544.016,1 
"20179","Sheridan KS",895.957,1 
"20181","Sherman KS",1056.066,1 
"20183","Smith KS",895.465,1 
"20185","Stafford KS",792.046,1 
"20187","Stanton KS",680.345,1 
"20189","Stevens KS",727.293,1 
"20191","Sumner KS",1181.941,1 
"20193","Thomas KS",1074.687,1 
"20195","Trego KS",889.478,1 
"20197","Wabaunsee KS",794.302,1 
"20199","Wallace KS",913.652,1 
"20201","Washington KS",894.756,1 
"20203","Wichita KS",718.568,1 
"20205","Wilson KS",570.418,1 
"20207","Woodson KS",497.82,1 
"20209","Wyandotte KS",151.6,1 
"21001","Adair KY",405.283,1 
"21003","Allen KY",344.338,1 
"21005","Anderson KY",201.832,1 
"21007","Ballard KY",246.659,1 
"21009","Barren KY",487.541,1 
"21011","Bath KY",278.792,1 
"21013","Bell KY",359,1 
"21015","Boone KY",246.359,1 
"21017","Bourbon KY",289.719,1 
"21019","Boyd KY",159.864,1 
"21021","Boyle KY",180.169,1 
"21023","Bracken KY",205.612,1 
"21025","Breathitt KY",492.413,1 
"21027","Breckinridge KY",567.172,1 
"21029","Bullitt KY",297.024,1 
"21031","Butler KY",426.088,1 
"21033","Caldwell KY",344.791,1 
"21035","Calloway KY",385.021,1 
"21037","Campbell KY",151.308,1 
"21039","Carlisle KY",189.434,1 
"21041","Carroll KY",128.569,1 
"21043","Carter KY",409.496,1 
"21045","Casey KY",444.23,1 
"21047","Christian KY",717.503,1 
"21049","Clark KY",252.463,1 
"21051","Clay KY",469.247,1 
"21053","Clinton KY",197.246,1 
"21055","Crittenden KY",359.952,1 
"21057","Cumberland KY",305.182,1 
"21059","Daviess KY",458.346,1 
"21061","Edmonson KY",302.883,1 
"21063","Elliott KY",234.315,1 
"21065","Estill KY",253.078,1 
"21067","Fayette KY",283.649,1 
"21069","Fleming KY",348.542,1 
"21071","Floyd KY",393.345,1 
"21073","Franklin KY",207.747,1 
"21075","Fulton KY",205.504,1 
"21077","Gallatin KY",101.234,1 
"21079","Garrard KY",230.077,1 
"21081","Grant KY",257.965,1 
"21083","Graves KY",551.743,1 
"21085","Grayson KY",496.698,1 
"21087","Green KY",286.034,1 
"21089","Greenup KY",344.397,1 
"21091","Hancock KY",187.652,1 
"21093","Hardin KY",623.278,1 
"21095","Harlan KY",465.828,1 
"21097","Harrison KY",306.364,1 
"21099","Hart KY",412.086,1 
"21101","Henderson KY",436.669,1 
"21103","Henry KY",286.276,1 
"21105","Hickman KY",242.274,1 
"21107","Hopkins KY",541.995,1 
"21109","Jackson KY",345.201,1 
"21111","Jefferson KY",380.416,1 
"21113","Jessamine KY",172.116,1 
"21115","Johnson KY",261.953,1 
"21117","Kenton KY",160.25,1 
"21119","Knott KY",351.518,1 
"21121","Knox KY",386.297,1 
"21123","Larue KY",261.519,1 
"21125","Laurel KY",433.953,1 
"21127","Lawrence KY",415.595,1 
"21129","Lee KY",208.857,1 
"21131","Leslie KY",400.844,1 
"21133","Letcher KY",337.914,1 
"21135","Lewis KY",482.836,1 
"21137","Lincoln KY",334.095,1 
"21139","Livingston KY",313.127,1 
"21141","Logan KY",552.131,1 
"21143","Lyon KY",213.84,1 
"21145","McCracken KY",248.744,1 
"21147","McCreary KY",426.803,1 
"21149","McLean KY",252.474,1 
"21151","Madison KY",437.293,1 
"21153","Magoffin KY",308.444,1 
"21155","Marion KY",343.008,1 
"21157","Marshall KY",301.253,1 
"21159","Martin KY",229.605,1 
"21161","Mason KY",240.128,1 
"21163","Meade KY",305.423,1 
"21165","Menifee KY",203.585,1 
"21167","Mercer KY",248.797,1 
"21169","Metcalfe KY",289.645,1 
"21171","Monroe KY",329.373,1 
"21173","Montgomery KY",197.366,1 
"21175","Morgan KY",381.127,1 
"21177","Muhlenberg KY",467.079,1 
"21179","Nelson KY",417.512,1 
"21181","Nicholas KY",195.171,1 
"21183","Ohio KY",587.274,1 
"21185","Oldham KY",187.218,1 
"21187","Owen KY",351.103,1 
"21189","Owsley KY",197.407,1 
"21191","Pendleton KY",277.157,1 
"21193","Perry KY",339.67,1 
"21195","Pike KY",786.833,1 
"21197","Powell KY",178.979,1 
"21199","Pulaski KY",658.408,1 
"21201","Robertson KY",99.911,1 
"21203","Rockcastle KY",316.545,1 
"21205","Rowan KY",279.795,1 
"21207","Russell KY",253.657,1 
"21209","Scott KY",281.766,1 
"21211","Shelby KY",379.636,1 
"21213","Simpson KY",234.204,1 
"21215","Spencer KY",186.677,1 
"21217","Taylor KY",266.327,1 
"21219","Todd KY",374.496,1 
"21221","Trigg KY",441.433,1 
"21223","Trimble KY",151.648,1 
"21225","Union KY",342.849,1 
"21227","Warren KY",541.6,1 
"21229","Washington KY",297.266,1 
"21231","Wayne KY",458.17,1 
"21233","Webster KY",331.943,1 
"21235","Whitley KY",437.83,1 
"21237","Wolfe KY",222.171,1 
"21239","Woodford KY",188.784,1 
"22001","Acadia Parish LA",655.119,1 
"22003","Allen Parish LA",761.847,1 
"22005","Ascension Parish LA",289.981,1 
"22007","Assumption Parish LA",338.658,1 
"22009","Avoyelles Parish LA",832.434,1 
"22011","Beauregard Parish LA",1157.342,1 
"22013","Bienville Parish LA",811.268,1 
"22015","Bossier Parish LA",840.057,1 
"22017","Caddo Parish LA",878.539,1 
"22019","Calcasieu Parish LA",1063.659,1 
"22021","Caldwell Parish LA",529.425,1 
"22023","Cameron Parish LA",1284.887,1 
"22025","Catahoula Parish LA",708.03,1 
"22027","Claiborne Parish LA",754.878,1 
"22029","Concordia Parish LA",696.92,1 
"22031","De Soto Parish LA",875.579,1 
"22033","East Baton Rouge Parish LA",455.374,1 
"22035","East Carroll Parish LA",420.704,1 
"22037","East Feliciana Parish LA",453.41,1 
"22039","Evangeline Parish LA",662.378,1 
"22041","Franklin Parish LA",624.585,1 
"22043","Grant Parish LA",643.026,1 
"22045","Iberia Parish LA",574.111,1 
"22047","Iberville Parish LA",618.627,1 
"22049","Jackson Parish LA",569.183,1 
"22051","Jefferson Parish LA",295.632,1 
"22053","Jefferson Davis Parish LA",651.328,1 
"22055","Lafayette Parish LA",268.72,1 
"22057","Lafourche Parish LA",1068.214,1 
"22059","La Salle Parish LA",624.684,1 
"22061","Lincoln Parish LA",471.742,1 
"22063","Livingston Parish LA",648.169,1 
"22065","Madison Parish LA",624.437,1 
"22067","Morehouse Parish LA",794.934,1 
"22069","Natchitoches Parish LA",1252.25,1 
"22071","Orleans Parish LA",169.423,1 
"22073","Ouachita Parish LA",610.406,1 
"22075","Plaquemines Parish LA",779.911,1 
"22077","Pointe Coupee Parish LA",557.346,1 
"22079","Rapides Parish LA",1317.962,1 
"22081","Red River Parish LA",389.09,1 
"22083","Richland Parish LA",559.043,1 
"22085","Sabine Parish LA",866.659,1 
"22087","St. Bernard Parish LA",377.517,1 
"22089","St. Charles Parish LA",279.083,1 
"22091","St. Helena Parish LA",408.403,1 
"22093","St. James Parish LA",241.537,1 
"22095","St. John the Baptist Parish LA",213.071,1 
"22097","St. Landry Parish LA",923.879,1 
"22099","St. Martin Parish LA",737.648,1 
"22101","St. Mary Parish LA",555.379,1 
"22103","St. Tammany Parish LA",845.551,1 
"22105","Tangipahoa Parish LA",791.275,1 
"22107","Tensas Parish LA",602.784,1 
"22109","Terrebonne Parish LA",1231.815,1 
"22111","Union Parish LA",876.988,1 
"22113","Vermilion Parish LA",1173.199,1 
"22115","Vernon Parish LA",1327.91,1 
"22117","Washington Parish LA",669.525,1 
"22119","Webster Parish LA",593.03,1 
"22121","West Baton Rouge Parish LA",192.394,1 
"22123","West Carroll Parish LA",359.646,1 
"22125","West Feliciana Parish LA",403.214,1 
"22127","Winn Parish LA",950.086,1 
"23001","Androscoggin ME",467.927,1 
"23003","Aroostook ME",6671.33,1 
"23005","Cumberland ME",835.241,1 
"23007","Franklin ME",1696.609,1 
"23009","Hancock ME",1586.893,1 
"23011","Kennebec ME",867.524,1 
"23013","Knox ME",365.134,1 
"23015","Lincoln ME",455.818,1 
"23017","Oxford ME",2076.84,1 
"23019","Penobscot ME",3397.362,1 
"23021","Piscataquis ME",3960.856,1 
"23023","Sagadahoc ME",253.695,1 
"23025","Somerset ME",3924.403,1 
"23027","Waldo ME",729.918,1 
"23029","Washington ME",2562.66,1 
"23031","York ME",990.713,1 
"24001","Allegany MD",424.158,1 
"24003","Anne Arundel MD",414.902,1 
"24005","Baltimore MD",598.302,1 
"24009","Calvert MD",213.152,1 
"24011","Caroline MD",319.419,1 
"24013","Carroll MD",447.595,1 
"24015","Cecil MD",346.273,1 
"24017","Charles MD",457.749,1 
"24019","Dorchester MD",540.765,1 
"24021","Frederick MD",660.221,1 
"24023","Garrett MD",647.103,1 
"24025","Harford MD",437.089,1 
"24027","Howard MD",250.741,1 
"24029","Kent MD",277.03,1 
"24031","Montgomery MD",491.254,1 
"24033","Prince Georges MD",482.691,1 
"24035","Queen Annes MD",371.908,1 
"24037","St. Marys MD",357.18,1 
"24039","Somerset MD",319.723,1 
"24041","Talbot MD",268.538,1 
"24043","Washington MD",457.78,1 
"24045","Wicomico MD",374.444,1 
"24047","Worcester MD",468.281,1 
"24510","Baltimore city MD",80.944,1 
"25001","Barnstable MA",393.723,1 
"25003","Berkshire MA",926.825,1 
"25005","Bristol MA",553.096,1 
"25007","Dukes MA",103.245,1 
"25009","Essex MA",492.563,1 
"25011","Franklin MA",699.319,1 
"25013","Hampden MA",617.14,1 
"25015","Hampshire MA",527.255,1 
"25017","Middlesex MA",817.817,1 
"25019","Nantucket MA",44.97,1 
"25021","Norfolk MA",396.105,1 
"25023","Plymouth MA",659.075,1 
"25025","Suffolk MA",58.154,1 
"25027","Worcester MA",1510.77,1 
"26001","Alcona MI",674.585,1 
"26003","Alger MI",915.07,1 
"26005","Allegan MI",825.231,1 
"26007","Alpena MI",571.86,1 
"26009","Antrim MI",475.703,1 
"26011","Arenac MI",363.191,1 
"26013","Baraga MI",898.257,1 
"26015","Barry MI",553.092,1 
"26017","Bay MI",442.302,1 
"26019","Benzie MI",319.704,1 
"26021","Berrien MI",567.747,1 
"26023","Branch MI",506.369,1 
"26025","Calhoun MI",706.233,1 
"26027","Cass MI",490.062,1 
"26029","Charlevoix MI",416.339,1 
"26031","Cheboygan MI",715.264,1 
"26033","Chippewa MI",1558.42,1 
"26035","Clare MI",564.315,1 
"26037","Clinton MI",566.408,1 
"26039","Crawford MI",556.28,1 
"26041","Delta MI",1171.096,1 
"26043","Dickinson MI",761.4,1 
"26045","Eaton MI",575.175,1 
"26047","Emmet MI",467.494,1 
"26049","Genesee MI",636.977,1 
"26051","Gladwin MI",501.779,1 
"26053","Gogebic MI",1101.849,1 
"26055","Grand Traverse MI",464.331,1 
"26057","Gratiot MI",568.464,1 
"26059","Hillsdale MI",598.133,1 
"26061","Houghton MI",1009.099,1 
"26063","Huron MI",835.706,1 
"26065","Ingham MI",556.12,1 
"26067","Ionia MI",571.304,1 
"26069","Iosco MI",549.096,1 
"26071","Iron MI",1166.149,1 
"26073","Isabella MI",572.677,1 
"26075","Jackson MI",701.666,1 
"26077","Kalamazoo MI",561.658,1 
"26079","Kalkaska MI",559.865,1 
"26081","Kent MI",846.948,1 
"26083","Keweenaw MI",540.112,1 
"26085","Lake MI",567.37,1 
"26087","Lapeer MI",643.014,1 
"26089","Leelanau MI",347.171,1 
"26091","Lenawee MI",749.555,1 
"26093","Livingston MI",565.254,1 
"26095","Luce MI",899.078,1 
"26097","Mackinac MI",1021.569,1 
"26099","Macomb MI",479.223,1 
"26101","Manistee MI",542.149,1 
"26103","Marquette MI",1808.401,1 
"26105","Mason MI",495.073,1 
"26107","Mecosta MI",555.071,1 
"26109","Menominee MI",1044.079,1 
"26111","Midland MI",516.253,1 
"26113","Missaukee MI",564.726,1 
"26115","Monroe MI",549.394,1 
"26117","Montcalm MI",705.399,1 
"26119","Montmorency MI",546.663,1 
"26121","Muskegon MI",499.246,1 
"26123","Newaygo MI",813.204,1 
"26125","Oakland MI",867.663,1 
"26127","Oceana MI",512.071,1 
"26129","Ogemaw MI",563.488,1 
"26131","Ontonagon MI",1311.225,1 
"26133","Osceola MI",566.391,1 
"26135","Oscoda MI",565.731,1 
"26137","Otsego MI",514.971,1 
"26139","Ottawa MI",563.467,1 
"26141","Presque Isle MI",658.719,1 
"26143","Roscommon MI",519.636,1 
"26145","Saginaw MI",800.114,1 
"26147","St. Clair MI",721.17,1 
"26149","St. Joseph MI",500.591,1 
"26151","Sanilac MI",962.566,1 
"26153","Schoolcraft MI",1171.358,1 
"26155","Shiawassee MI",530.668,1 
"26157","Tuscola MI",803.127,1 
"26159","Van Buren MI",607.474,1 
"26161","Washtenaw MI",705.965,1 
"26163","Wayne MI",612.08,1 
"26165","Wexford MI",565.002,1 
"27001","Aitkin MN",1821.663,1 
"27003","Anoka MN",423.01,1 
"27005","Becker MN",1315.203,1 
"27007","Beltrami MN",2504.94,1 
"27009","Benton MN",408.301,1 
"27011","Big Stone MN",499.022,1 
"27013","Blue Earth MN",747.844,1 
"27015","Brown MN",611.09,1 
"27017","Carlton MN",861.381,1 
"27019","Carver MN",354.325,1 
"27021","Cass MN",2021.542,1 
"27023","Chippewa MN",581.122,1 
"27025","Chisago MN",414.862,1 
"27027","Clay MN",1045.366,1 
"27029","Clearwater MN",998.94,1 
"27031","Cook MN",1452.277,1 
"27033","Cottonwood MN",638.61,1 
"27035","Crow Wing MN",999.095,1 
"27037","Dakota MN",562.168,1 
"27039","Dodge MN",439.276,1 
"27041","Douglas MN",637.3,1 
"27043","Faribault MN",712.476,1 
"27045","Fillmore MN",861.3,1 
"27047","Freeborn MN",707.087,1 
"27049","Goodhue MN",756.838,1 
"27051","Grant MN",548.16,1 
"27053","Hennepin MN",553.591,1 
"27055","Houston MN",552.058,1 
"27057","Hubbard MN",925.675,1 
"27059","Isanti MN",435.794,1 
"27061","Itasca MN",2667.722,1 
"27063","Jackson MN",702.982,1 
"27065","Kanabec MN",521.586,1 
"27067","Kandiyohi MN",796.785,1 
"27069","Kittson MN",1098.804,1 
"27071","Koochiching MN",3104.07,1 
"27073","Lac qui Parle MN",765.021,1 
"27075","Lake MN",2109.292,1 
"27077","Lake of the Woods MN",1297.869,1 
"27079","Le Sueur MN",448.76,1 
"27081","Lincoln MN",536.757,1 
"27083","Lyon MN",714.559,1 
"27085","McLeod MN",491.471,1 
"27087","Mahnomen MN",557.878,1 
"27089","Marshall MN",1775.068,1 
"27091","Martin MN",712.347,1 
"27093","Meeker MN",608.178,1 
"27095","Mille Lacs MN",572.31,1 
"27097","Morrison MN",1125.062,1 
"27099","Mower MN",711.329,1 
"27101","Murray MN",704.702,1 
"27103","Nicollet MN",448.494,1 
"27105","Nobles MN",715.106,1 
"27107","Norman MN",872.789,1 
"27109","Olmsted MN",653.349,1 
"27111","Otter Tail MN",1972.068,1 
"27113","Pennington MN",616.57,1 
"27115","Pine MN",1411.289,1 
"27117","Pipestone MN",465.055,1 
"27119","Polk MN",1971.128,1 
"27121","Pope MN",669.713,1 
"27123","Ramsey MN",152.212,1 
"27125","Red Lake MN",432.407,1 
"27127","Redwood MN",878.572,1 
"27129","Renville MN",982.906,1 
"27131","Rice MN",495.684,1 
"27133","Rock MN",482.455,1 
"27135","Roseau MN",1671.602,1 
"27137","St. Louis MN",6247.401,1 
"27139","Scott MN",356.476,1 
"27141","Sherburne MN",432.917,1 
"27143","Sibley MN",588.779,1 
"27145","Stearns MN",1343.133,1 
"27147","Steele MN",429.645,1 
"27149","Stevens MN",563.604,1 
"27151","Swift MN",742.083,1 
"27153","Todd MN",944.982,1 
"27155","Traverse MN",573.902,1 
"27157","Wabasha MN",522.982,1 
"27159","Wadena MN",536.268,1 
"27161","Waseca MN",423.356,1 
"27163","Washington MN",384.282,1 
"27165","Watonwan MN",434.947,1 
"27167","Wilkin MN",750.957,1 
"27169","Winona MN",626.206,1 
"27171","Wright MN",661.457,1 
"27173","Yellow Medicine MN",759.101,1 
"28001","Adams MS",462.407,1 
"28003","Alcorn MS",400.038,1 
"28005","Amite MS",730.1,1 
"28007","Attala MS",734.982,1 
"28009","Benton MS",406.616,1 
"28011","Bolivar MS",876.573,1 
"28013","Calhoun MS",586.573,1 
"28015","Carroll MS",628.243,1 
"28017","Chickasaw MS",501.779,1 
"28019","Choctaw MS",418.177,1 
"28021","Claiborne MS",487.406,1 
"28023","Clarke MS",691.554,1 
"28025","Clay MS",410.077,1 
"28027","Coahoma MS",552.442,1 
"28029","Copiah MS",777.244,1 
"28031","Covington MS",413.792,1 
"28033","DeSoto MS",476.145,1 
"28035","Forrest MS",466.314,1 
"28037","Franklin MS",563.779,1 
"28039","George MS",478.708,1 
"28041","Greene MS",712.755,1 
"28043","Grenada MS",422.107,1 
"28045","Hancock MS",473.748,1 
"28047","Harrison MS",573.994,1 
"28049","Hinds MS",869.741,1 
"28051","Holmes MS",756.699,1 
"28053","Humphreys MS",418.491,1 
"28055","Issaquena MS",413.045,1 
"28057","Itawamba MS",532.787,1 
"28059","Jackson MS",722.754,1 
"28061","Jasper MS",676.243,1 
"28063","Jefferson MS",519.933,1 
"28065","Jefferson Davis MS",408.443,1 
"28067","Jones MS",694.795,1 
"28069","Kemper MS",766.182,1 
"28071","Lafayette MS",631.708,1 
"28073","Lamar MS",497.055,1 
"28075","Lauderdale MS",703.634,1 
"28077","Lawrence MS",430.668,1 
"28079","Leake MS",583,1 
"28081","Lee MS",449.951,1 
"28083","Leflore MS",592.539,1 
"28085","Lincoln MS",586.115,1 
"28087","Lowndes MS",505.509,1 
"28089","Madison MS",714.506,1 
"28091","Marion MS",542.384,1 
"28093","Marshall MS",706.193,1 
"28095","Monroe MS",765.094,1 
"28097","Montgomery MS",406.981,1 
"28099","Neshoba MS",570.141,1 
"28101","Newton MS",578.104,1 
"28103","Noxubee MS",695.138,1 
"28105","Oktibbeha MS",458.201,1 
"28107","Panola MS",685.144,1 
"28109","Pearl River MS",810.863,1 
"28111","Perry MS",647.252,1 
"28113","Pike MS",409.015,1 
"28115","Pontotoc MS",497.689,1 
"28117","Prentiss MS",414.98,1 
"28119","Quitman MS",405.012,1 
"28121","Rankin MS",775.485,1 
"28123","Scott MS",609.185,1 
"28125","Sharkey MS",431.72,1 
"28127","Simpson MS",589.163,1 
"28129","Smith MS",636.252,1 
"28131","Stone MS",445.485,1 
"28133","Sunflower MS",697.754,1 
"28135","Tallahatchie MS",645.288,1 
"28137","Tate MS",404.759,1 
"28139","Tippah MS",457.815,1 
"28141","Tishomingo MS",424.254,1 
"28143","Tunica MS",454.668,1 
"28145","Union MS",415.598,1 
"28147","Walthall MS",403.944,1 
"28149","Warren MS",588.501,1 
"28151","Washington MS",724.741,1 
"28153","Wayne MS",810.75,1 
"28155","Webster MS",420.94,1 
"28157","Wilkinson MS",678.106,1 
"28159","Winston MS",607.245,1 
"28161","Yalobusha MS",467.129,1 
"28163","Yazoo MS",922.947,1 
"29001","Adair MO",567.324,1 
"29003","Andrew MO",432.703,1 
"29005","Atchison MO",547.302,1 
"29007","Audrain MO",692.235,1 
"29009","Barry MO",778.251,1 
"29011","Barton MO",591.921,1 
"29013","Bates MO",836.689,1 
"29015","Benton MO",704.06,1 
"29017","Bollinger MO",617.906,1 
"29019","Boone MO",685.414,1 
"29021","Buchanan MO",408.027,1 
"29023","Butler MO",694.669,1 
"29025","Caldwell MO",426.393,1 
"29027","Callaway MO",834.575,1 
"29029","Camden MO",655.923,1 
"29031","Cape Girardeau MO",578.535,1 
"29033","Carroll MO",694.621,1 
"29035","Carter MO",507.361,1 
"29037","Cass MO",696.836,1 
"29039","Cedar MO",474.483,1 
"29041","Chariton MO",751.181,1 
"29043","Christian MO",562.645,1 
"29045","Clark MO",504.692,1 
"29047","Clay MO",397.298,1 
"29049","Clinton MO",418.956,1 
