"county","cntyname","LandSQMI","afact"
"54073","Pleasants WV",130.103,1 
"54075","Pocahontas WV",940.284,1 
"54077","Preston WV",648.805,1 
"54079","Putnam WV",345.669,1 
"54081","Raleigh WV",605.351,1 
"54083","Randolph WV",1039.681,1 
"54085","Ritchie WV",451.991,1 
"54087","Roane WV",483.563,1 
"54089","Summers WV",360.46,1 
"54091","Taylor WV",172.771,1 
"54093","Tucker WV",418.922,1 
"54095","Tyler WV",256.294,1 
"54097","Upshur WV",354.638,1 
"54099","Wayne WV",505.981,1 
"54101","Webster WV",553.468,1 
"54103","Wetzel WV",358.063,1 
"54105","Wirt WV",232.509,1 
"54107","Wood WV",366.26,1 
"54109","Wyoming WV",499.453,1 
"55001","Adams WI",645.646,1 
"55003","Ashland WI",1045.035,1 
"55005","Barron WI",862.711,1 
"55007","Bayfield WI",1477.863,1 
"55009","Brown WI",529.708,1 
"55011","Buffalo WI",671.635,1 
"55013","Burnett WI",821.848,1 
"55015","Calumet WI",318.236,1 
"55017","Chippewa WI",1008.373,1 
"55019","Clark WI",1209.815,1 
"55021","Columbia WI",765.529,1 
"55023","Crawford WI",570.66,1 
"55025","Dane WI",1197.239,1 
"55027","Dodge WI",875.625,1 
"55029","Door WI",481.978,1 
"55031","Douglas WI",1304.136,1 
"55033","Dunn WI",850.105,1 
"55035","Eau Claire WI",637.983,1 
"55037","Florence WI",488.195,1 
"55039","Fond du Lac WI",719.553,1 
"55041","Forest WI",1014.067,1 
"55043","Grant WI",1146.849,1 
"55045","Green WI",583.957,1 
"55047","Green Lake WI",349.437,1 
"55049","Iowa WI",762.58,1 
"55051","Iron WI",758.174,1 
"55053","Jackson WI",987.72,1 
"55055","Jefferson WI",556.474,1 
"55057","Juneau WI",766.925,1 
"55059","Kenosha WI",271.99,1 
"55061","Kewaunee WI",342.518,1 
"55063","La Crosse WI",451.686,1 
"55065","Lafayette WI",633.588,1 
"55067","Langlade WI",870.64,1 
"55069","Lincoln WI",878.973,1 
"55071","Manitowoc WI",589.082,1 
"55073","Marathon WI",1544.983,1 
"55075","Marinette WI",1399.347,1 
"55077","Marquette WI",455.602,1 
"55078","Menominee WI",357.608,1 
"55079","Milwaukee WI",241.402,1 
"55081","Monroe WI",900.776,1 
"55083","Oconto WI",997.988,1 
"55085","Oneida WI",1112.97,1 
"55087","Outagamie WI",637.523,1 
"55089","Ozaukee WI",233.077,1 
"55091","Pepin WI",231.983,1 
"55093","Pierce WI",573.748,1 
"55095","Polk WI",913.962,1 
"55097","Portage WI",800.679,1 
"55099","Price WI",1254.376,1 
"55101","Racine WI",332.501,1 
"55103","Richland WI",586.151,1 
"55105","Rock WI",718.142,1 
"55107","Rusk WI",913.585,1 
"55109","St. Croix WI",722.329,1 
"55111","Sauk WI",830.902,1 
"55113","Sawyer WI",1257.305,1 
"55115","Shawano WI",893.057,1 
"55117","Sheboygan WI",511.265,1 
"55119","Taylor WI",974.876,1 
"55121","Trempealeau WI",732.965,1 
"55123","Vernon WI",791.579,1 
"55125","Vilas WI",856.604,1 
"55127","Walworth WI",555.127,1 
"55129","Washburn WI",797.113,1 
"55131","Washington WI",430.703,1 
"55133","Waukesha WI",549.574,1 
"55135","Waupaca WI",747.713,1 
"55137","Waushara WI",626.153,1 
"55139","Winnebago WI",434.487,1 
"55141","Wood WI",793.116,1 
"56001","Albany WY",4273.84,1 
"56003","Big Horn WY",3137.097,1 
"56005","Campbell WY",4802.709,1 
"56007","Carbon WY",7897.578,1 
"56009","Converse WY",4254.883,1 
"56011","Crook WY",2854.408,1 
"56013","Fremont WY",9183.814,1 
"56015","Goshen WY",2225.391,1 
"56017","Hot Springs WY",2004.092,1 
"56019","Johnson WY",4154.153,1 
"56021","Laramie WY",2685.912,1 
"56023","Lincoln WY",4076.129,1 
"56025","Natrona WY",5340.352,1 
"56027","Niobrara WY",2626.037,1 
"56029","Park WY",6942.078,1 
"56031","Platte WY",2084.208,1 
"56033","Sheridan WY",2523.993,1 
"56035","Sublette WY",4886.537,1 
"56037","Sweetwater WY",10426.649,1 
"56039","Teton WY",3995.379,1 
"56041","Uinta WY",2081.264,1 
"56043","Washakie WY",2238.549,1 
"56045","Weston WY",2398.089,1 
