"mState.Providence","Country.Region","population"
"Dickens County, TX","United States",2206
"Dimmit County, TX","United States",10980
"Donley County, TX","United States",3499
"Duval County, TX","United States",11388
"Eastland County, TX","United States",18171
"Ector County, TX","United States",159436
"Edwards County, TX","United States",1894
"Ellis County, TX","United States",163632
"El Paso County, TX","United States",835593
"Erath County, TX","United States",41122
"Falls County, TX","United States",17142
"Fannin County, TX","United States",33693
"Fayette County, TX","United States",25110
"Fisher County, TX","United States",3827
"Floyd County, TX","United States",5901
"Foard County, TX","United States",1220
"Fort Bend County, TX","United States",716087
"Franklin County, TX","United States",10651
"Freestone County, TX","United States",19691
"Frio County, TX","United States",18793
"Gaines County, TX","United States",20051
"Galveston County, TX","United States",322225
"Garza County, TX","United States",6415
"Gillespie County, TX","United States",25963
"Glasscock County, TX","United States",1315
"Goliad County, TX","United States",7531
"Gonzales County, TX","United States",20573
"Gray County, TX","United States",23210
"Grayson County, TX","United States",125467
"Gregg County, TX","United States",124108
"Grimes County, TX","United States",27512
"Guadalupe County, TX","United States",151249
"Hale County, TX","United States",34360
"Hall County, TX","United States",3138
"Hamilton County, TX","United States",8159
"Hansford County, TX","United States",5610
"Hardeman County, TX","United States",3840
"Hardin County, TX","United States",55865
"Harris County, TX","United States",4538028
"Harrison County, TX","United States",66746
"Hartley County, TX","United States",6193
"Haskell County, TX","United States",5737
"Hays County, TX","United States",194739
"Hemphill County, TX","United States",4264
"Henderson County, TX","United States",79545
"Hidalgo County, TX","United States",842304
"Hill County, TX","United States",34855
"Hockley County, TX","United States",23433
"Hood County, TX","United States",55423
"Hopkins County, TX","United States",36223
"Houston County, TX","United States",22785
"Howard County, TX","United States",37206
"Hudspeth County, TX","United States",3379
"Hunt County, TX","United States",89844
"Hutchinson County, TX","United States",21734
"Irion County, TX","United States",1554
"Jack County, TX","United States",8878
"Jackson County, TX","United States",14816
"Jasper County, TX","United States",35506
"Jeff Davis County, TX","United States",2156
"Jefferson County, TX","United States",254308
"Jim Hogg County, TX","United States",5200
"Jim Wells County, TX","United States",41382
"Johnson County, TX","United States",159990
"Jones County, TX","United States",19970
"Karnes County, TX","United States",14975
"Kaufman County, TX","United States",114690
"Kendall County, TX","United States",40384
"Kenedy County, TX","United States",407
"Kent County, TX","United States",764
"Kerr County, TX","United States",50955
"Kimble County, TX","United States",4388
"King County, TX","United States",282
"Kinney County, TX","United States",3549
"Kleberg County, TX","United States",31857
"Knox County, TX","United States",3860
"Lamar County, TX","United States",49440
"Lamb County, TX","United States",13385
"Lampasas County, TX","United States",20588
"La Salle County, TX","United States",7631
"Lavaca County, TX","United States",19836
"Lee County, TX","United States",16898
"Leon County, TX","United States",17086
"Liberty County, TX","United States",79654
"Limestone County, TX","United States",23320
"Lipscomb County, TX","United States",3569
"Live Oak County, TX","United States",12229
"Llano County, TX","United States",19796
"Loving County, TX","United States",112
"Lubbock County, TX","United States",299453
"Lynn County, TX","United States",5724
"McCulloch County, TX","United States",8341
"McLennan County, TX","United States",245671
"McMullen County, TX","United States",820
"Madison County, TX","United States",14065
"Marion County, TX","United States",10160
"Martin County, TX","United States",5641
"Mason County, TX","United States",4032
"Matagorda County, TX","United States",36770
"Maverick County, TX","United States",57706
"Medina County, TX","United States",48417
"Menard County, TX","United States",2164
"Midland County, TX","United States",161077
"Milam County, TX","United States",24513
"Mills County, TX","United States",4900
"Mitchell County, TX","United States",9067
"Montague County, TX","United States",19262
"Montgomery County, TX","United States",537559
"Moore County, TX","United States",22255
"Morris County, TX","United States",12516
"Motley County, TX","United States",1148
"Nacogdoches County, TX","United States",65664
"Navarro County, TX","United States",48323
"Newton County, TX","United States",13986
"Nolan County, TX","United States",15107
"Nueces County, TX","United States",359715
"Ochiltree County, TX","United States",10747
"Oldham County, TX","United States",2069
"Orange County, TX","United States",84260
"Palo Pinto County, TX","United States",27895
"Panola County, TX","United States",23766
"Parker County, TX","United States",126042
"Parmer County, TX","United States",9749
"Pecos County, TX","United States",16203
"Polk County, TX","United States",46972
"Potter County, TX","United States",121802
"Presidio County, TX","United States",6876
"Rains County, TX","United States",11161
"Randall County, TX","United States",130269
"Reagan County, TX","United States",3792
"Real County, TX","United States",3307
"Red River County, TX","United States",12455
"Reeves County, TX","United States",14732
"Refugio County, TX","United States",7289
"Roberts County, TX","United States",916
"Robertson County, TX","United States",16659
"Rockwall County, TX","United States",90861
"Runnels County, TX","United States",10551
"Rusk County, TX","United States",53070
"Sabine County, TX","United States",10368
"San Augustine County, TX","United States",8473
"San Jacinto County, TX","United States",27413
"San Patricio County, TX","United States",67357
"San Saba County, TX","United States",5901
"Schleicher County, TX","United States",3211
"Scurry County, TX","United States",17615
"Shackelford County, TX","United States",3350
"Shelby County, TX","United States",25402
"Sherman County, TX","United States",3072
"Smith County, TX","United States",222936
"Somervell County, TX","United States",8739
"Starr County, TX","United States",63795
"Stephens County, TX","United States",9440
"Sterling County, TX","United States",1352
"Stonewall County, TX","United States",1410
"Sutton County, TX","United States",3913
"Swisher County, TX","United States",7533
"Tarrant County, TX","United States",1982498
"Taylor County, TX","United States",136051
"Terrell County, TX","United States",837
"Terry County, TX","United States",12739
"Throckmorton County, TX","United States",1579
"Titus County, TX","United States",32623
"Tom Green County, TX","United States",118105
"Travis County, TX","United States",1176558
"Trinity County, TX","United States",14402
"Tyler County, TX","United States",21347
"Upshur County, TX","United States",40603
"Upton County, TX","United States",3651
"Uvalde County, TX","United States",27245
"Val Verde County, TX","United States",48988
"Van Zandt County, TX","United States",53547
"Victoria County, TX","United States",92382
"Walker County, TX","United States",70699
"Waller County, TX","United States",48656
"Ward County, TX","United States",11721
"Washington County, TX","United States",34765
"Webb County, TX","United States",269721
"Wharton County, TX","United States",41486
"Wheeler County, TX","United States",5657
"Wichita County, TX","United States",131705
"Wilbarger County, TX","United States",13027
"Willacy County, TX","United States",21903
"Williamson County, TX","United States",508514
"Wilson County, TX","United States",47520
"Winkler County, TX","United States",8005
"Wise County, TX","United States",62953
"Wood County, TX","United States",43356
"Yoakum County, TX","United States",8546
"Young County, TX","United States",18270
"Zapata County, TX","United States",14374
"Zavala County, TX","United States",12235
"Beaver County, UT","United States",6354
"Box Elder County, UT","United States",52097
"Cache County, UT","United States",120783
"Carbon County, UT","United States",20479
"Daggett County, UT","United States",1109
"Davis County, UT","United States",336043
"Duchesne County, UT","United States",20862
"Emery County, UT","United States",10370
"Garfield County, UT","United States",5009
"Grand County, UT","United States",9516
"Iron County, UT","United States",48368
"Juab County, UT","United States",10594
"Kane County, UT","United States",7131
"Millard County, UT","United States",12645
"Morgan County, UT","United States",11065
"Piute County, UT","United States",1517
"Rich County, UT","United States",2311
"Salt Lake County, UT","United States",1107314
"San Juan County, UT","United States",15772
"Sanpete County, UT","United States",28778
"Sevier County, UT","United States",20984
"Summit County, UT","United States",39633
"Tooele County, UT","United States",62952
"Uintah County, UT","United States",37928
"Utah County, UT","United States",575205
"Wasatch County, UT","United States",29161
"Washington County, UT","United States",155602
"Wayne County, UT","United States",2692
"Weber County, UT","United States",243645
"Addison County, VT","United States",37035
"Bennington County, VT","United States",36317
"Caledonia County, VT","United States",30780
"Chittenden County, VT","United States",161382
"Essex County, VT","United States",6163
"Franklin County, VT","United States",48799
"Grand Isle County, VT","United States",6861
"Lamoille County, VT","United States",25235
"Orange County, VT","United States",28899
"Orleans County, VT","United States",27100
"Rutland County, VT","United States",59736
"Washington County, VT","United States",58612
"Windham County, VT","United States",43386
"Windsor County, VT","United States",55737
"Accomack County, VA","United States",32973
"Albemarle County, VA","United States",105703
"Alleghany County, VA","United States",15677
"Amelia County, VA","United States",12903
"Amherst County, VA","United States",31914
"Appomattox County, VA","United States",15414
"Arlington County, VA","United States",229164
"Augusta County, VA","United States",74314
"Bath County, VA","United States",4470
"Bedford County, VA","United States",77724
"Bland County, VA","United States",6561
"Botetourt County, VA","United States",33347
"Brunswick County, VA","United States",16698
"Buchanan County, VA","United States",22776
"Buckingham County, VA","United States",17032
"Campbell County, VA","United States",55086
"Caroline County, VA","United States",29984
"Carroll County, VA","United States",29724
"Charles City County, VA","United States",7040
"Charlotte County, VA","United States",12201
"Chesterfield County, VA","United States",335687
"Clarke County, VA","United States",14363
"Craig County, VA","United States",5211
"Culpeper County, VA","United States",49432
"Cumberland County, VA","United States",9719
"Dickenson County, VA","United States",15115
"Dinwiddie County, VA","United States",27852
"Essex County, VA","United States",11130
"Fairfax County, VA","United States",1142234
"Fauquier County, VA","United States",68782
"Floyd County, VA","United States",15651
"Fluvanna County, VA","United States",26235
"Franklin County, VA","United States",56264
"Frederick County, VA","United States",83199
"Giles County, VA","United States",16708
"Gloucester County, VA","United States",37143
"Goochland County, VA","United States",22253
"Grayson County, VA","United States",16012
"Greene County, VA","United States",19162
"Greensville County, VA","United States",11885
"Halifax County, VA","United States",35125
"Hanover County, VA","United States",103227
"Henrico County, VA","United States",325155
"Henry County, VA","United States",51881
"Highland County, VA","United States",2214
"Isle of Wight County, VA","United States",36314
"James City County, VA","United States",73147
"King and Queen County, VA","United States",7158
"King George County, VA","United States",25515
"King William County, VA","United States",16269
"Lancaster County, VA","United States",10965
"Lee County, VA","United States",24742
"Loudoun County, VA","United States",375629
"Louisa County, VA","United States",34602
"Lunenburg County, VA","United States",12299
"Madison County, VA","United States",13134
"Mathews County, VA","United States",8862
"Mecklenburg County, VA","United States",31081
"Middlesex County, VA","United States",10606
"Montgomery County, VA","United States",97653
"Nelson County, VA","United States",14785
"New Kent County, VA","United States",20392
"Northampton County, VA","United States",12155
"Northumberland County, VA","United States",12232
"Nottoway County, VA","United States",15673
"Orange County, VA","United States",35385
"Page County, VA","United States",23726
"Patrick County, VA","United States",18045
"Pittsylvania County, VA","United States",62194
"Powhatan County, VA","United States",28031
"Prince Edward County, VA","United States",22952
"Prince George County, VA","United States",37862
"Prince William County, VA","United States",451721
"Pulaski County, VA","United States",34332
"Rappahannock County, VA","United States",7378
"Richmond County, VA","United States",8908
"Roanoke County, VA","United States",94409
"Rockbridge County, VA","United States",22354
"Rockingham County, VA","United States",78593
"Russell County, VA","United States",27891
"Scott County, VA","United States",22126
"Shenandoah County, VA","United States",43190
"Smyth County, VA","United States",31470
"Southampton County, VA","United States",18109
"Spotsylvania County, VA","United States",130475
"Stafford County, VA","United States",142003
"Surry County, VA","United States",6709
"Sussex County, VA","United States",11715
"Tazewell County, VA","United States",42899
"Warren County, VA","United States",39083
"Washington County, VA","United States",54591
"Westmoreland County, VA","United States",17629
"Wise County, VA","United States",39718
"Wythe County, VA","United States",29119
"York County, VA","United States",67837
"Alexandria City, VA","United States",153511
"Bristol City, VA","United States",17141
"Buena Vista City, VA","United States",6618
"Charlottesville City, VA","United States",46597
"Chesapeake City, VA","United States",235429
"Colonial Heights City, VA","United States",17820
"Covington City, VA","United States",5658
"Danville City, VA","United States",42082
"Emporia City, VA","United States",5496
"Fairfax City, VA","United States",24013
"Falls Church City, VA","United States",13892
"Franklin City, VA","United States",8490
"Fredericksburg City, VA","United States",28118
"Galax City, VA","United States",6914
"Hampton City, VA","United States",136454
"Harrisonburg City, VA","United States",52538
"Hopewell City, VA","United States",22378
"Lexington City, VA","United States",7262
"Lynchburg City, VA","United States",79812
"Manassas City, VA","United States",41764
"Manassas Park City, VA","United States",15726
"Martinsville City, VA","United States",13645
"Newport News City, VA","United States",182385
"Norfolk City, VA","United States",246393
"Norton City, VA","United States",3939
"Petersburg City, VA","United States",32477
"Poquoson City, VA","United States",12059
"Portsmouth City, VA","United States",96201
"Radford City, VA","United States",17403
"Richmond City, VA","United States",220289
"Roanoke City, VA","United States",99897
"Salem City, VA","United States",25432
"Staunton City, VA","United States",24416
"Suffolk City, VA","United States",88161
"Virginia Beach City, VA","United States",452745
"Waynesboro City, VA","United States",21491
"Williamsburg City, VA","United States",15052
"Winchester City, VA","United States",27284
"Adams County, WA","United States",19254
"Asotin County, WA","United States",22105
"Benton County, WA","United States",190309
"Chelan County, WA","United States",75644
"Clallam County, WA","United States",73486
"Clark County, WA","United States",459495
"Columbia County, WA","United States",3944
"Cowlitz County, WA","United States",103468
"Douglas County, WA","United States",40534
"Ferry County, WA","United States",7582
"Franklin County, WA","United States",88807
"Garfield County, WA","United States",2219
"Grant County, WA","United States",93259
"Grays Harbor County, WA","United States",71122
"Island County, WA","United States",80593
"Jefferson County, WA","United States",30466
"King County, WA","United States",2117125
"Kitsap County, WA","United States",260131
"Kittitas County, WA","United States",43269
"Klickitat County, WA","United States",21026
"Lewis County, WA","United States",75882
"Lincoln County, WA","United States",10321
"Mason County, WA","United States",61023
"Okanogan County, WA","United States",41516
"Pacific County, WA","United States",20848
"Pend Oreille County, WA","United States",13088
"Pierce County, WA","United States",843954
"San Juan County, WA","United States",16252
"Skagit County, WA","United States",121846
"Skamania County, WA","United States",11339
"Snohomish County, WA","United States",772501
"Spokane County, WA","United States",490945
"Stevens County, WA","United States",43791
"Thurston County, WA","United States",269536
"Wahkiakum County, WA","United States",4042
"Walla Walla County, WA","United States",60338
"Whatcom County, WA","United States",212284
"Whitman County, WA","United States",48177
"Yakima County, WA","United States",248830
"Barbour County, WV","United States",16704
"Berkeley County, WV","United States",111901
"Boone County, WV","United States",23372
"Braxton County, WV","United States",14415
"Brooke County, WV","United States",23350
"Cabell County, WV","United States",96844
"Calhoun County, WV","United States",7470
"Clay County, WV","United States",8910
"Doddridge County, WV","United States",8176
"Fayette County, WV","United States",44997
"Gilmer County, WV","United States",8518
"Grant County, WV","United States",11766
"Greenbrier County, WV","United States",35516
"Hampshire County, WV","United States",23353
"Hancock County, WV","United States",29815
"Hardy County, WV","United States",13852
"Harrison County, WV","United States",68714
"Jackson County, WV","United States",29237
"Jefferson County, WV","United States",56482
"Kanawha County, WV","United States",188332
"Lewis County, WV","United States",16448
"Lincoln County, WV","United States",21415
"Logan County, WV","United States",34707
"McDowell County, WV","United States",19835
"Marion County, WV","United States",56925
"Marshall County, WV","United States",31978
"Mason County, WV","United States",27037
"Mercer County, WV","United States",61164
"Mineral County, WV","United States",27451
"Mingo County, WV","United States",25292
"Monongalia County, WV","United States",104236
"Monroe County, WV","United States",13506
"Morgan County, WV","United States",17524
"Nicholas County, WV","United States",25594
"Ohio County, WV","United States",43066
"Pendleton County, WV","United States",7229
"Pleasants County, WV","United States",7674
"Pocahontas County, WV","United States",8607
"Preston County, WV","United States",33940
"Putnam County, WV","United States",56848
"Raleigh County, WV","United States",77510
"Randolph County, WV","United States",29126
"Ritchie County, WV","United States",9982
"Roane County, WV","United States",14435
"Summers County, WV","United States",13239
"Taylor County, WV","United States",16912
"Tucker County, WV","United States",6966
"Tyler County, WV","United States",8975
"Upshur County, WV","United States",24758
"Wayne County, WV","United States",40971
"Webster County, WV","United States",8755
"Wetzel County, WV","United States",15816
"Wirt County, WV","United States",5880
"Wood County, WV","United States",86452
"Wyoming County, WV","United States",22151
"Adams County, WI","United States",20148
"Ashland County, WI","United States",15843
"Barron County, WI","United States",45563
"Bayfield County, WI","United States",14977
"Brown County, WI","United States",258718
"Buffalo County, WI","United States",13192
"Burnett County, WI","United States",15159
"Calumet County, WI","United States",49762
"Chippewa County, WI","United States",63531
"Clark County, WI","United States",34445
"Columbia County, WI","United States",56743
"Crawford County, WI","United States",16391
"Dane County, WI","United States",523643
"Dodge County, WI","United States",88502
"Door County, WI","United States",27554
"Douglas County, WI","United States",43601
"Dunn County, WI","United States",44497
"Eau Claire County, WI","United States",102105
"Florence County, WI","United States",4464
"Fond du Lac County, WI","United States",101973
"Forest County, WI","United States",9057
"Grant County, WI","United States",52250
"Green County, WI","United States",37186
"Green Lake County, WI","United States",18856
"Iowa County, WI","United States",23813
"Iron County, WI","United States",5794
"Jackson County, WI","United States",20554
"Jefferson County, WI","United States",84559
"Juneau County, WI","United States",26224
"Kenosha County, WI","United States",168437
"Kewaunee County, WI","United States",20366
"La Crosse County, WI","United States",118212
"Lafayette County, WI","United States",16829
"Langlade County, WI","United States",19223
"Lincoln County, WI","United States",27980
"Manitowoc County, WI","United States",79806
"Marathon County, WI","United States",135868
"Marinette County, WI","United States",40884
"Marquette County, WI","United States",15075
"Menominee County, WI","United States",4573
"Milwaukee County, WI","United States",957735
"Monroe County, WI","United States",45549
"Oconto County, WI","United States",37435
"Oneida County, WI","United States",35567
"Outagamie County, WI","United States",183245
"Ozaukee County, WI","United States",87850
"Pepin County, WI","United States",7290
"Pierce County, WI","United States",40889
"Polk County, WI","United States",43441
"Portage County, WI","United States",70408
"Price County, WI","United States",13645
"Racine County, WI","United States",195080
"Richland County, WI","United States",17495
"Rock County, WI","United States",161448
"Rusk County, WI","United States",14124
"St. Croix County, WI","United States",87513
"Sauk County, WI","United States",63642
"Sawyer County, WI","United States",16376
"Shawano County, WI","United States",41304
"Sheboygan County, WI","United States",115569
"Taylor County, WI","United States",20455
"Trempealeau County, WI","United States",29550
"Vernon County, WI","United States",30506
"Vilas County, WI","United States",21387
"Walworth County, WI","United States",102804
"Washburn County, WI","United States",15552
"Washington County, WI","United States",133674
"Waukesha County, WI","United States",396488
"Waupaca County, WI","United States",51945
"Waushara County, WI","United States",24033
"Winnebago County, WI","United States",169546
"Wood County, WI","United States",73435
"Albany County, WY","United States",37956
"Big Horn County, WY","United States",12022
"Campbell County, WY","United States",49220
"Carbon County, WY","United States",15559
"Converse County, WY","United States",14236
"Crook County, WY","United States",7444
"Fremont County, WY","United States",40315
"Goshen County, WY","United States",13383
"Hot Springs County, WY","United States",4741
"Johnson County, WY","United States",8585
"Laramie County, WY","United States",97121
"Lincoln County, WY","United States",18722
"Natrona County, WY","United States",82178
"Niobrara County, WY","United States",2542
"Park County, WY","United States",29228
"Platte County, WY","United States",8812
"Sheridan County, WY","United States",30009
"Sublette County, WY","United States",9899
"Sweetwater County, WY","United States",44626
"Teton County, WY","United States",23125
"Uinta County, WY","United States",20822
"Washakie County, WY","United States",8328
"Weston County, WY","United States",7234
"Alabama","United States",4858979
"Alaska","United States",738432
"Arizona","United States",6828065
"Arkansas","United States",2978204
"California","United States",39144818
"Colorado","United States",5456574
"Connecticut","United States",3590886
"Delaware","United States",945934
"District of Columbia","United States",672228
"Florida","United States",20271272
"Georgia","United States",10214860
"Hawaii","United States",1431603
"Idaho","United States",1654930
"Illinois","United States",12859995
"Indiana","United States",6619680
"Iowa","United States",3123899
"Kansas","United States",2911641
"Kentucky","United States",4425092
"Louisiana","United States",4670724
"Maine","United States",1329328
"Maryland","United States",6006401
"Massachusetts","United States",6794422
"Michigan","United States",9922576
"Minnesota","United States",5489594
"Mississippi","United States",2992333
"Missouri","United States",6083672
"Montana","United States",1032949
"Nebraska","United States",1896190
"Nevada","United States",2890845
"New Hampshire","United States",1330608
"New Jersey","United States",8958013
"New Mexico","United States",2085109
"New York","United States",19795791
"North Carolina","United States",10042802
"North Dakota","United States",756927
"Ohio","United States",11613423
"Oklahoma","United States",3911338
"Oregon","United States",4028977
"Pennsylvania","United States",12802503
"Rhode Island","United States",1056298
"South Carolina","United States",4896146
"South Dakota","United States",858469
"Tennessee","United States",6600299
"Texas","United States",27469114
"Utah","United States",2995919
"Vermont","United States",626042
"Virginia","United States",8382993
"Washington","United States",7170351
"West Virginia","United States",1844128
"Wisconsin","United States",5771337
"Wyoming","United States",586107
"China","China",1439323776
"India","India",1380004385
"United States","United States",331002651
"Indonesia","Indonesia",273523615
"Pakistan","Pakistan",220892340
"Brazil","Brazil",212559417
"Nigeria","Nigeria",206139589
"Bangladesh","Bangladesh",164689383
"Russia","Russia",145934462
"Mexico","Mexico",128932753
"Japan","Japan",126476461
"Ethiopia","Ethiopia",114963588
"Philippines","Philippines",109581078
"Egypt","Egypt",102334404
"Vietnam","Vietnam",97338579
"Congo (Kinshasa)","Congo (Kinshasa)",89561403
"Turkey","Turkey",84339067
"Iran","Iran",83992949
"Germany","Germany",83783942
"Thailand","Thailand",69799978
"United Kingdom","United Kingdom",67886011
"France","France",65273511
"Italy","Italy",60461826
"Tanzania","Tanzania",59734218
"South Africa","South Africa",59308690
"Myanmar","Myanmar",54409800
"Kenya","Kenya",53771296
"Korea, South","Korea, South",51269185
"Colombia","Colombia",50882891
"Spain","Spain",46754778
"Uganda","Uganda",45741007
"Argentina","Argentina",45195774
"Algeria","Algeria",43851044
"Sudan","Sudan",43849260
"Ukraine","Ukraine",43733762
"Iraq","Iraq",40222493
"Afghanistan","Afghanistan",38928346
"Poland","Poland",37846611
"Canada","Canada",37742154
"Morocco","Morocco",36910560
"Saudi Arabia","Saudi Arabia",34813871
"Uzbekistan","Uzbekistan",33469203
"Peru","Peru",32971854
"Angola","Angola",32866272
"Malaysia","Malaysia",32365999
"Mozambique","Mozambique",31255435
"Ghana","Ghana",31072940
"Yemen","Yemen",29825964
"Nepal","Nepal",29136808
"Venezuela","Venezuela",28435940
"Madagascar","Madagascar",27691018
"Cameroon","Cameroon",26545863
"Cote d'Ivoire","Cote d'Ivoire",26378274
"Korea, North","Korea, North",25778816
"Australia","Australia",25499884
"Niger","Niger",24206644
"Taiwan","Taiwan",23816775
"Sri Lanka","Sri Lanka",21413249
"Burkina Faso","Burkina Faso",20903273
"Mali","Mali",20250833
"Romania","Romania",19237691
"Malawi","Malawi",19129952
"Chile","Chile",19116201
"Kazakhstan","Kazakhstan",18776707
"Zambia","Zambia",18383955
"Guatemala","Guatemala",17915568
"Ecuador","Ecuador",17643054
"Syria","Syria",17500658
"Netherlands","Netherlands",17134872
"Senegal","Senegal",16743927
"Cambodia","Cambodia",16718965
"Chad","Chad",16425864
"Somalia","Somalia",15893222
"Zimbabwe","Zimbabwe",14862924
"Guinea","Guinea",13132795
"Rwanda","Rwanda",12952218
"Benin","Benin",12123200
"Burundi","Burundi",11890784
"Tunisia","Tunisia",11818619
"Bolivia","Bolivia",11673021
"Belgium","Belgium",11589623
"Haiti","Haiti",11402528
"Cuba","Cuba",11326616
"South Sudan","South Sudan",11193725
"Dominican Republic","Dominican Republic",10847910
"Czechia","Czechia",10708981
"Greece","Greece",10423054
"Jordan","Jordan",10203134
"Portugal","Portugal",10196709
"Azerbaijan","Azerbaijan",10139177
"Sweden","Sweden",10099265
"Honduras","Honduras",9904607
"United Arab Emirates","United Arab Emirates",9890402
"Hungary","Hungary",9660351
"Tajikistan","Tajikistan",9537645
"Belarus","Belarus",9449323
"Austria","Austria",9006398
"Papua New Guinea","Papua New Guinea",8947024
"Serbia","Serbia",8737371
"Israel","Israel",8655535
"Switzerland","Switzerland",8654622
"Togo","Togo",8278724
"Sierra Leone","Sierra Leone",7976983
"Hong Kong","Hong Kong",7496981
"Laos","Laos",7275560
"Paraguay","Paraguay",7132538
"Bulgaria","Bulgaria",6948445
"Libya","Libya",6871292
"Lebanon","Lebanon",6825445
"Nicaragua","Nicaragua",6624554
"Kyrgyzstan","Kyrgyzstan",6524195
"El Salvador","El Salvador",6486205
"Turkmenistan","Turkmenistan",6031200
"Singapore","Singapore",5850342
"Denmark","Denmark",5792202
"Finland","Finland",5540720
"Congo (Brazzaville)","Congo (Brazzaville)",5518087
"Slovakia","Slovakia",5459642
"Norway","Norway",5421241
"Oman","Oman",5106626
"State of Palestine","State of Palestine",5101414
"Costa Rica","Costa Rica",5094118
"Liberia","Liberia",5057681
"Ireland","Ireland",4937786
"Central African Republic","Central African Republic",4829767
"New Zealand","New Zealand",4822233
"Mauritania","Mauritania",4649658
"Panama","Panama",4314767
"Kuwait","Kuwait",4270571
"Croatia","Croatia",4105267
"Moldova","Moldova",4033963
"Georgia","Georgia",3989167
"Eritrea","Eritrea",3546421
"Uruguay","Uruguay",3473730
"Bosnia and Herzegovina","Bosnia and Herzegovina",3280819
"Mongolia","Mongolia",3278290
"Armenia","Armenia",2963243
"Jamaica","Jamaica",2961167
"Qatar","Qatar",2881053
"Albania","Albania",2877797
"Puerto Rico","Puerto Rico",2860853
"Lithuania","Lithuania",2722289
"Namibia","Namibia",2540905
"Gambia","Gambia",2416668
"Botswana","Botswana",2351627
"Gabon","Gabon",2225734
"Lesotho","Lesotho",2142249
"North Macedonia","North Macedonia",2083374
"Slovenia","Slovenia",2078938
"Guinea-Bissau","Guinea-Bissau",1968001
"Latvia","Latvia",1886198
"Bahrain","Bahrain",1701575
"Equatorial Guinea","Equatorial Guinea",1402985
"Trinidad and Tobago","Trinidad and Tobago",1399488
"Estonia","Estonia",1326535
"Timor-Leste","Timor-Leste",1318445
"Mauritius","Mauritius",1271768
"Cyprus","Cyprus",1207359
"Eswatini","Eswatini",1160164
"Djibouti","Djibouti",988000
"Fiji","Fiji",896445
"Réunion","Réunion",895312
"Comoros","Comoros",869601
"Guyana","Guyana",786552
"Bhutan","Bhutan",771608
"Solomon Islands","Solomon Islands",686884
"Macao","Macao",649335
"Montenegro","Montenegro",628066
"Luxembourg","Luxembourg",625978
"Western Sahara","Western Sahara",597339
"Suriname","Suriname",586632
"Cabo Verde","Cabo Verde",555987
"Maldives","Maldives",540544
"Malta","Malta",441543
"Brunei","Brunei",437479
"Guadeloupe","Guadeloupe",400124
"Belize","Belize",397628
"Bahamas","Bahamas",393244
"Martinique","Martinique",375265
"Iceland","Iceland",341243
"Vanuatu","Vanuatu",307145
"French Guiana","French Guiana",298682
"Barbados","Barbados",287375
"New Caledonia","New Caledonia",285498
"French Polynesia","French Polynesia",280908
"Mayotte","Mayotte",272815
"Sao Tome & Principe","Sao Tome & Principe",219159
"Samoa","Samoa",198414
"Saint Lucia","Saint Lucia",183627
"Channel Islands","Channel Islands",173863
"Guam","Guam",168775
"Curaçao","Curaçao",164093
"Kiribati","Kiribati",119449
"Micronesia","Micronesia",115023
"Grenada","Grenada",112523
"St. Vincent & Grenadines","St. Vincent & Grenadines",110940
"Aruba","Aruba",106766
"Tonga","Tonga",105695
"U.S. Virgin Islands","U.S. Virgin Islands",104425
"Seychelles","Seychelles",98347
"Antigua and Barbuda","Antigua and Barbuda",97929
"Isle of Man","Isle of Man",85033
"Andorra","Andorra",77265
"Dominica","Dominica",71986
"Cayman Islands","Cayman Islands",65722
"Bermuda","Bermuda",62278
"Marshall Islands","Marshall Islands",59190
"Northern Mariana Islands","Northern Mariana Islands",57559
"Greenland","Greenland",56770
"American Samoa","American Samoa",55191
"Saint Kitts & Nevis","Saint Kitts & Nevis",53199
"Faeroe Islands","Faeroe Islands",48863
"Sint Maarten","Sint Maarten",42876
"Monaco","Monaco",39242
"Turks and Caicos","Turks and Caicos",38717
"Saint Martin","Saint Martin",38666
"Liechtenstein","Liechtenstein",38128
"San Marino","San Marino",33931
"Gibraltar","Gibraltar",33691
"British Virgin Islands","British Virgin Islands",30231
"Caribbean Netherlands","Caribbean Netherlands",26223
"Palau","Palau",18094
"Cook Islands","Cook Islands",17564
"Anguilla","Anguilla",15003
"Tuvalu","Tuvalu",11792
"Wallis & Futuna","Wallis & Futuna",11239
"Nauru","Nauru",10824
"Saint Barthelemy","Saint Barthelemy",9877
"Saint Helena","Saint Helena",6077
"Saint Pierre & Miquelon","Saint Pierre & Miquelon",5794
"Montserrat","Montserrat",4992
"Falkland Islands","Falkland Islands",3480
"Niue","Niue",1626
"Tokelau","Tokelau",1357
"Holy See","Holy See",801
"Abilene, TX","United States",136051
"Akron, OH","United States",704243
"Albany, GA","United States",120534
"Albany-Schenectady-Troy, NY","United States",931472
"Albuquerque, NM","United States",891816
"Alexandria, LA","United States",132141
"Allentown-Bethlehem-Easton, PA","United States",725458
"Altoona, PA","United States",125593
"Amarillo, TX","United States",252071
"Anchorage, AK","United States",298695
"Ann Arbor, MI","United States",644769
"Anniston, AL","United States",115620
"Appleton-Oshkosh-Neenah, WI","United States",402553
"Asheville, NC","United States",274317
"Athens, GA","United States",188318
"Atlanta, GA","United States",5534484
"Atlantic-Cape May, NJ","United States",368946
"Auburn-Opelika, AL","United States",156993
"Augusta-Aiken, GA-SC","United States",559728
