"state_abb","policy_long","policy","start_date","end_date","exp_start_date","exp_end_date","Prop_Reduction_Mild_Trans","Prop_Reduction_Severe_Trans","Prop_Reduction_Death","Country.Region","state","Details","Category"
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Albemarle County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Albemarle County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Albemarle County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Albemarle County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Albemarle County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Albemarle County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Albemarle County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Alleghany County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Alleghany County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Alleghany County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Alleghany County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Alleghany County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Alleghany County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Alleghany County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Amelia County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Amelia County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Amelia County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Amelia County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Amelia County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Amelia County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Amelia County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Amherst County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Amherst County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Amherst County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Amherst County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Amherst County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Amherst County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Amherst County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Appomattox County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Appomattox County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Appomattox County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Appomattox County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Appomattox County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Appomattox County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Appomattox County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Arlington County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Arlington County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Arlington County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Arlington County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Arlington County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Arlington County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Arlington County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Augusta County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Augusta County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Augusta County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Augusta County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Augusta County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Augusta County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Augusta County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Bath County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Bath County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Bath County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Bath County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Bath County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Bath County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Bath County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Bedford County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Bedford County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Bedford County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Bedford County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Bedford County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Bedford County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Bedford County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Bland County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Bland County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Bland County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Bland County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Bland County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Bland County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Bland County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Botetourt County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Botetourt County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Botetourt County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Botetourt County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Botetourt County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Botetourt County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Botetourt County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Brunswick County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Brunswick County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Brunswick County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Brunswick County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Brunswick County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Brunswick County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Brunswick County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Buchanan County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Buchanan County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Buchanan County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Buchanan County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Buchanan County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Buchanan County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Buchanan County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Buckingham County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Buckingham County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Buckingham County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Buckingham County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Buckingham County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Buckingham County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Buckingham County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Campbell County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Campbell County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Campbell County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Campbell County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Campbell County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Campbell County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Campbell County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Caroline County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Caroline County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Caroline County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Caroline County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Caroline County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Caroline County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Caroline County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Carroll County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Carroll County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Carroll County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Carroll County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Carroll County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Carroll County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Carroll County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Charles City County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Charles City County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Charles City County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Charles City County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Charles City County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Charles City County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Charles City County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Charlotte County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Charlotte County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Charlotte County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Charlotte County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Charlotte County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Charlotte County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Charlotte County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Chesterfield County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Chesterfield County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Chesterfield County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Chesterfield County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Chesterfield County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Chesterfield County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Chesterfield County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Clarke County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Clarke County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Clarke County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Clarke County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Clarke County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Clarke County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Clarke County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Craig County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Craig County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Craig County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Craig County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Craig County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Craig County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Craig County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Culpeper County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Culpeper County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Culpeper County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Culpeper County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Culpeper County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Culpeper County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Culpeper County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Cumberland County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Cumberland County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Cumberland County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Cumberland County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Cumberland County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Cumberland County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Cumberland County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Dickenson County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Dickenson County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Dickenson County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Dickenson County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Dickenson County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Dickenson County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Dickenson County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Dinwiddie County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Dinwiddie County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Dinwiddie County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Dinwiddie County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Dinwiddie County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Dinwiddie County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Dinwiddie County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Essex County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Essex County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Essex County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Essex County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Essex County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Essex County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Essex County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Fairfax County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Fairfax County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Fairfax County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Fairfax County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Fairfax County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Fairfax County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Fairfax County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Fauquier County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Fauquier County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Fauquier County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Fauquier County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Fauquier County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Fauquier County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Fauquier County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Floyd County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Floyd County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Floyd County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Floyd County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Floyd County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Floyd County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Floyd County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Fluvanna County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Fluvanna County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Fluvanna County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Fluvanna County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Fluvanna County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Fluvanna County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Fluvanna County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Franklin County, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Franklin County, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Franklin County, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Franklin County, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Franklin County, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Franklin County, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Franklin County, VA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Frederick County, VA",NA,NA
